-> 1s
	35.99
	35.40
	35.44
	35.55
	35.38
	34.74
	34.91
	34.55
	35.29
	34.94
	34.65
	35.21
	35.10
	35.16
	34.43
	34.90
	34.48
	35.81
	34.49
	34.87
	35.29
	34.86
	35.29
	34.80
	34.72
	35.20
	34.95
	34.84
	35.08

	Average: 34.4828
	Standard deviation: 0.694808

-> 2s
	34.45
	35.40
	35.31
	34.70
	34.84
	34.61
	34.79
	35.14
	34.56
	34.76
	34.62
	35.30
	34.80
	35.52
	34.58
	34.53
	34.77
	35.54
	35.30
	35.03
	34.58
	34.54
	34.71
	34.81
	34.45
	34.79
	34.69
	34.54
	35.71

	Average: 34.3103
	Standard deviation: 0.557086

-> 3s
	34.82
	34.58
	34.83
	34.98
	34.63
	34.49
	35.00
	35.07
	34.37
	34.58
	34.67
	34.68
	34.69
	35.03
	35.04
	35.06
	35.28
	35.31
	34.93
	35.45
	34.81
	35.14
	34.66
	34.92
	35.44
	34.68
	34.68
	34.65
	34.82

	Average: 34.3448
	Standard deviation: 0.58722

-> 4s
	35.29
	34.41
	34.50
	34.97
	34.97
	34.59
	34.96
	34.74
	34.58
	34.80
	34.32
	35.21
	35.34
	34.85
	34.80
	35.25
	34.56
	35.67
	34.51
	34.71
	35.09
	35.16
	34.60
	34.67
	34.94
	34.84
	34.53
	34.84
	34.91

	Average: 34.2414
	Standard deviation: 0.491304

-> 5s
	35.14
	35.09
	35.04
	34.84
	34.32
	34.73
	34.86
	34.77
	35.01
	34.79
	34.83
	35.47
	35.45
	35.37
	34.63
	34.74
	34.60
	34.56
	34.90
	35.18
	34.66
	35.54
	34.88
	35.05
	35.03
	34.58
	34.74
	35.17
	34.74

	Average: 34.4138
	Standard deviation: 0.643268

-> 6s
	34.62
	35.48
	34.76
	35.40
	35.07
	35.27
	34.84
	34.70
	35.26
	34.76
	34.66
	34.74
	34.63
	35.39
	34.82
	34.23
	35.02
	35.44
	35.46
	34.86
	35.02
	34.97
	34.72
	35.00
	34.78
	34.90
	34.59
	34.65
	34.64

	Average: 34.3793
	Standard deviation: 0.615882

-> 7s
	35.31
	35.32
	34.90
	34.90
	34.65
	34.69
	34.84
	34.60
	35.45
	34.69
	35.33
	35.57
	34.71
	35.21
	35.58
	35.44
	35.47
	34.72
	34.67
	34.72
	35.34
	34.85
	34.35
	35.24
	34.61
	34.41
	35.05
	34.69
	34.70

	Average: 34.4138
	Standard deviation: 0.643268

-> 8s
	34.76
	35.27
	35.27
	34.87
	34.81
	34.70
	35.54
	35.17
