-> 1s
	55.65
	54.64
	54.74
	54.26
	54.16
	54.47
	54.42
	54.04
	54.48
	54.63
	54.26
	54.28
	54.28
	54.13
	54.54
	54.45
	54.70
	54.43
	54.33

	Average: 54.0526
	Standard deviation: 0.229416

-> 2s
	54.46
	54.98
	54.65
	54.28
	54.28
	54.46
	54.25
	53.90
	54.21
	54.48
	54.83
	54.19
	54.28
	54.87
	54.23
	54.67
	54.49
	54.81
	54.25

	Average: 53.9474
	Standard deviation: 0.973329

-> 3s
	54.28
	54.45
	54.48
	54.41
	54.05
	54.55
	54.67
	54.65
	54.12
	55.25
	54.32
	54.18
	54.89
	54.67
	54.08
	53.82
	54.80
	54.38
	54.48

	Average: 54
	Standard deviation: 0.324443

-> 4s
	54.17
	54.10
	54.22
	54.29
	55.10
	53.99
	53.98
	54.11
	54.15
	54.39
	54.58
	54.86
	54.41
	53.93
	54.59
	53.87
	54.66
	54.90
	54.54

	Average: 53.8421
	Standard deviation: 0.973329

-> 5s
	54.05
	54.56
	54.21
	54.49
	54.61
	54.33
	54.33
	54.05
	53.75
	54.33
	54.34
	54.11
	54.51
	54.86
	54.20
	54.66
	53.85
	55.02
	54.43

	Average: 53.9474
	Standard deviation: 1.02598

-> 6s
	55.07
	54.52
	53.87
	54.75
	54.36
	54.34
	53.95
	53.77
	53.67
	53.68
	54.44
	54.04
	53.63
	54.41
	53.91
	54.31
	54.17
	54.06
	54.07

	Average: 53.6842
	Standard deviation: 0.888523

-> 7s
	54.97
	54.48
	54.43
	55.04
	54.66
	54.60
	54.33
	53.84
	54.74
	54.02
	54.20
	54.22
	54.05
	54.27
	54.93
	54.70
	54.40
	54.41
	54.46

	Average: 54
	Standard deviation: 0.324443

-> 8s
	55.11
	54.22
	54.25
	54.35
	53.98
	54.38
	54.52
	54.55
	54.77
	54.66
	54.43
	54.43
	54.51
	54.28
	54.64
	54.40
	54.57
	54.21
	54.47

	Average: 54
	Standard deviation: 0.324443

-> 9s
	54.35
	54.57
	54.38
	54.88
	54.11
	54.19
	53.57
	54.26
	54.03
	54.97
	54.55
	53.83
	54.49
	54.46
	54.00
	54.40
	53.97
	54.52
	54.67

	Average: 53.8421
	Standard deviation: 0.917663

-> 10s
	54.26
	54.72
	54.07
	54.48
	53.92
	54.20
	54.35
	54.02
	54.15
	54.16
	54.00
	54.92
	54.82
	54.16
	54.48
	54.54
	54.94
	54.35
	54.12

	Average: 53.9474
	Standard deviation: 0.973329

-> 11s
	54.47
	54.69
	54.36
	54.89
	54.72
	54.59
	54.14
	54.05
	54.56
	55.01
	54.12
	54.95
	54.81
	54.49
	54.00
	54.71
	54.36
	54.04
	54.67

	Average: 54.0526
	Standard deviation: 0.229416

-> 12s
	54.20
	54.21
	54.84
	54.18
	54.10
	54.22
	54.30
	54.13
	54.85
	54.27
	54.64
	53.93
	54.74
	54.17
	54.08
	53.92
	54.52
	54.70
	54.15

	Average: 53.8947
	Standard deviation: 0.945905

-> 13s
	54.13
	54.56
	54.56
	54.26
	53.99
	54.34
	54.31
	54.65
	53.79
	54.36
	54.65
	54.26
	54.81
	54.01
	54.48
	54.17
	54.93
	54.42
	54.30

	Average: 53.8947
	Standard deviation: 0.945905

-> 14s
	54.50
	54.63
	54.27
	54.05
	54.86
	54.39
	54.46
	53.94
	54.16
	54.27
	54.62
	54.33
	54.56
	54.46
	54.61
	55.26
	54.49
	54.00
	54.80

	Average: 54
	Standard deviation: 0.324443

-> 15s
	54.56
	54.78
	54.30
	54.37
	54.67
	54.39
	54.88
	55.06
	53.83
	54.46
	54.82
	54.45
	54.42
	54.03
	54.28
	53.97
	54.63
	54.66
	54.54

	Average: 53.9474
	Standard deviation: 1.02598

-> 16s
	54.02
	54.18
	54.84
	54.95
	54.70
	54.33
	54.23
	54.72
	54.16
	54.22
	54.16
	54.25
	54.37
	54.50
	54.06
	54.02
	54.12
	54.70
	54.07

	Average: 54
	Standard deviation: 0

-> 17s
	54.09
	54.28
	54.95
	54.54
	54.25
	54.50
	54.26
	54.57
	54.69
	54.49
	54.65
	54.79
	54.50
	54.34
	54.89
	54.87
	54.53
	54.79
	54.32

	Average: 54
	Standard deviation: 0

-> 18s
	54.34
	54.63
	54.46
	54.73
	54.13
	54.66
	54.23
	54.25
	54.86
	54.76
	54.65
	54.33
	53.92
	54.32
	54.80
	54.30
	54.49
	54.32
	54.06

	Average: 53.9474
	Standard deviation: 0.973329

-> 19s
	54.61
	54.39
	54.13
	54.67
	54.79
	54.35
	53.97
	54.93
	54.16
	54.65
	54.14
	54.61
	54.11
	54.56
	54.07
	54.37
	54.89
	54.71
	54.55

	Average: 53.9474
	Standard deviation: 0.973329

-> 20s
	54.74
	54.65
	54.44
	54.46
	54.86
	54.64
	54.50
	54.78
	54.06
	54.51
	54.29
	54.48
	54.45
	54.03
	54.76
	53.87
	54.48
	54.21
	54.34

	Average: 53.9474
	Standard deviation: 0.973329

-> 21s
	54.01
	54.23
	54.17
	53.97
	54.71
	53.94
	54.60
	54.52
	54.52
	54.63
	53.94
	54.31
	54.02
	54.28
	54.33
	54.19
	54.32
	54.25
	54.02

	Average: 53.8421
	Standard deviation: 0.917663

-> 22s
	54.78
	54.08
	54.41
	54.50
	53.99
	54.61
	54.49
	53.86
	54.50
	53.87
	54.75
	53.94
	53.87
	54.89
	54.06
	54.98
	54.07
	54.10
	54.29

	Average: 53.7368
	Standard deviation: 0.858395

-> 23s
	54.24
	54.30
	54.86
	54.21
	54.18
	54.19
	54.41
	54.35
	54.63
	54.22
	54.79
	54.05
	54.51
	54.41
	53.86
	54.62
	54.98
	53.97
	53.87

	Average: 53.8421
	Standard deviation: 0.917663

-> 24s
	54.74
	54.25
	54.46
	54.33
	53.97
	54.18
	55.03
	54.66
	54.79
	54.44
	54.12
	54.85
	54.28
	54.79
	54.61
	54.60
	54.32
	54.84
	54.33

	Average: 54
	Standard deviation: 0.324443

-> 25s
	54.34
	54.21
	54.51
	54.28
	54.63
	54.95
	54.56
	53.92
	54.26
	55.06
	54.26
	55.02
	53.91
	54.65
	54.77
	54.98
	54.73
	54.68
	53.96

	Average: 53.9474
	Standard deviation: 1.07606

-> 26s
	54.32
	53.74
	54.07
	53.98
	53.85
	54.77
	54.57
	54.01
	54.36
	54.59
	55.02
	54.53
	53.94
	54.34
	54.90
	54.65
	54.53
	54.66
	54.52

	Average: 53.8421
	Standard deviation: 0.973329

-> 27s
	54.93
	53.91
	54.67
	54.02
	54.41
	54.78
	54.49
	53.91
	54.55
	54.65
	54.54
	55.02
	54.30
	54.57
	54.39
	54.34
	54.97
	54.41
	54.53

	Average: 53.9474
	Standard deviation: 1.02598

-> 28s
	54.14
	54.18
	53.94
	55.00
	54.51
	54.44
	53.95
	54.08
	54.32
	55.21
	53.98
	54.70
	54.88
	54.38
	54.07
	54.22
	54.15
	54.60
	54.16

	Average: 53.9474
	Standard deviation: 1.07606

-> 29s
	53.86
	54.36
	53.81
	53.92
	54.04
	53.84
	54.73
	54.24
	54.00
	54.18
	54.02
	54.32
	54.09
	54.96
	54.11
	54.67
	54.49
	54.57
	53.85

	Average: 53.7368
	Standard deviation: 0.858395

-> 30s
	54.10
	54.03
	54.04
	53.95
	54.96
	53.91
	54.04
	54.35
	54.38
	54.45
	54.30
	53.96
	54.77
	54.58
	54.17
	53.97
	54.35
	54.36
	54.27

	Average: 53.7895
	Standard deviation: 0.888523

-> 31s
	54.01
	54.39
	54.67
	53.99
	54.59
	54.52
	53.97
	54.10
	54.40
	54.11
	53.80
	54.10
	54.17
	54.13
	53.90
	54.02
	54.35
	53.92
	54.28

	Average: 53.7368
	Standard deviation: 0.858395

-> 32s
	54.37
	53.88
	54.48
	54.04
	54.27
	53.91
	54.56
	53.86
	54.06
	54.11
	54.71
	53.80
	54.11
	54.45
	54.13
	54.11
	54.16
	54.28
	53.96

	Average: 53.7368
	Standard deviation: 0.858395

-> 33s
	54.29
	54.15
	53.94
	54.49
	54.34
	54.36
	54.63
	54.25
	54.35
	54.05
	53.79
	54.61
	54.66
	54.21
	54.37
	54.06
	54.11
	54.03
	53.92

	Average: 53.8421
	Standard deviation: 0.917663

-> 34s
	54.17
	53.90
	54.25
	54.05
	54.56
	54.46
	54.35
	54.07
	54.10
	54.58
	54.70
	53.99
	54.43
	54.29
	54.36
	54.18
	54.42
	53.80
	53.98

	Average: 53.7895
	Standard deviation: 0.888523

-> 35s
	54.60
	54.47
	54.07
	54.39
	53.82
	54.77
	54.35
	54.35
	54.12
	54.29
	55.00
	54.50
	54.16
	54.38
	54.54
	54.53
	53.96
	53.75
	54.12

	Average: 53.8947
	Standard deviation: 1

-> 36s
	54.17
	54.98
	53.88
	54.36
	54.44
	54.33
	53.92
	54.64
	53.80
	54.40
	54.27
	54.05
	54.16
	53.66
	54.33
	53.99
	53.87
	54.70
	54.71

	Average: 53.6842
	Standard deviation: 0.82717

-> 37s
	54.06
	54.60
	54.13
	53.98
	54.26
	54.17
	54.64
	54.52
	54.21
	54.50
	54.31
	54.67
	54.10
	55.14
	54.47
	54.19
	54.59
	54.18
	53.91

	Average: 53.9474
	Standard deviation: 1.02598

-> 38s
	53.96
	54.55
	54.05
	53.85
	54.16
	54.61
	54.25
	54.59
	54.49
	54.23
	54.47
	54.66
	54.09
	54.62
	55.00
	53.97
	54.45
	54.31
	53.97

	Average: 53.8421
	Standard deviation: 0.973329

-> 39s
	54.33
	54.05
	54.80
	54.21
	54.39
	54.40
	54.82
	54.42
	54.05
	54.61
	54.77
	54.60
	54.26
	54.92
	53.95
	53.96
	54.20
	54.45
	54.13

	Average: 53.8947
	Standard deviation: 0.945905

-> 40s
	54.66
	54.40
	53.85
	54.31
	54.51
	54.22
	54.21
	54.83
	54.57
	54.11
	54.21
	53.95
	54.59
	54.80
	54.91
	54.01
	54.25
	54.99
	54.63

	Average: 53.8947
	Standard deviation: 0.945905

-> 41s
	53.75
	54.65
	54.60
	54.41
	54.05
	54.30
	54.16
	54.72
	54.32
	54.04
	54.54
	54.78
	54.25
	54.03
	54.18
	53.99
	54.09
	54.36
	54.10

	Average: 53.8947
	Standard deviation: 0.945905

-> 42s
	54.24
	54.44
	54.02
	54.64
	54.34
	54.19
	53.81
	54.34
	54.08
	54.30
	53.92
	54.46
	54.27
	54.44
	53.79
	54.72
	54.62
	54.48
	54.09

	Average: 53.8421
	Standard deviation: 0.917663

-> 43s
	54.00
	54.42
	54.20
	54.06
	54.56
	54.86
	54.11
	54.65
	54.09
	54.39
	54.18
	54.10
	54.83
	54.96
	54.07
	54.56
	54.71
	54.27
	55.04

	Average: 54.0526
	Standard deviation: 0.229416

-> 44s
	54.59
	54.66
	55.22
	54.72
	53.80
	54.33
	54.28
	54.67
	54.11
	54.04
	54.26
	54.58
	54.00
	54.59
	54.30
	53.96
	54.21
	54.45
	54.27

	Average: 53.9474
	Standard deviation: 1.02598

-> 45s
	54.95
	54.48
	54.10
	53.76
	54.30
	54.12
	54.07
	54.46
	54.32
	54.06
	54.59
	54.13
	53.96
	54.70
	54.49
	53.96
	54.80
	54.41
	53.97

	Average: 53.7895
	Standard deviation: 0.888523

-> 46s
	54.86
	54.33
	54.72
	54.44
	53.95
	54.44
	54.39
	54.35
	54.55
	53.97
	55.04
	54.35
	54.84
	54.42
	54.57
	54.50
	53.95
	54.60
	54.43

	Average: 53.8947
	Standard deviation: 1

-> 47s
	55.21
	54.30
	54.65
	54.11
	54.37
	54.42
	54.09
	54.49
	54.71
	54.56
	54.17
	54.61
	54.49
	54.26
	54.18
	54.17
	54.11
	54.37
	54.47

	Average: 54.0526
	Standard deviation: 0.229416

-> 48s
	54.43
	55.08
	54.53
	54.23
	54.25
	54.46
	54.20
	54.58
	54.22
	54.39
	54.44
	54.58
	54.09
	54.70
	54.57
	54.15
	54.31
	54.35
	54.40

	Average: 54.0526
	Standard deviation: 0.229416

-> 49s
	54.44
	54.05
	54.89
	54.36
	54.56
	54.45
	54.26
	54.58
	54.35
	54.23
	54.36
	54.65
	54.41
	54.29
	54.96
	54.96
	54.58
	53.93
	54.51

	Average: 53.9474
	Standard deviation: 0.973329

-> 50s
	54.61
	54.35
	54.35
	54.48
	54.78
	54.30
	54.23
	54.43
	54.64
	54.14
	54.38
	54.37
	54.03
	54.04
	54.15
	54.69
	54.29
	54.29
	54.74

	Average: 54
	Standard deviation: 0

-> 51s
	54.79
	54.21
	54.80
	54.30
	54.11
	54.33
	54.30
	54.03
	54.58
	54.78
	54.24
	54.26
	53.81
	54.85
	54.20
	54.05
	54.78
	54.59
	53.87

	Average: 53.8947
	Standard deviation: 0.945905

-> 52s
	54.81
	54.00
	53.85
	53.92
	54.96
	53.89
	54.11
	53.77
	54.23
	53.98
	54.28
	54.25
	54.58
	54.63
	54.83
	54.53
	54.00
	54.30
	54.27

	Average: 53.7368
	Standard deviation: 0.858395

-> 53s
	53.94
	54.64
	54.78
	54.21
	55.01
	54.94
	54.35
	54.35
	54.64
	54.37
	53.68
	54.12
	54.09
	54.26
	54.50
	54.18
	54.82
	54.61
	54.10

	Average: 53.9474
	Standard deviation: 1.02598

-> 54s
	54.83
	54.61
	54.13
	54.28
	54.76
	54.28
	54.14
	54.59
	53.98
	54.43
	54.38
	54.10
	54.63
	53.79
	54.53
	54.32
	54.03
	53.91
	54.01

	Average: 53.8421
	Standard deviation: 0.917663

-> 55s
	54.25
	53.95
	54.17
	54.00
	53.83
	53.84
	54.35
	53.96
	54.99
	53.98
	54.68
	54.64
	54.86
	54.72
	54.34
	54.37
	54.13
	54.73
	54.73

	Average: 53.7368
	Standard deviation: 0.858395

-> 56s
	54.33
	54.48
	54.51
	54.11
	54.68
	54.51
	54.15
	55.06
	54.89
	54.39
	54.76
	53.88
	54.37
	54.41
	54.52
	54.18
	54.92
	54.37
	54.64

	Average: 54
	Standard deviation: 0.324443

-> 57s
	55.27
	54.03
	54.80
	54.33
	54.74
	53.97
	54.64
	54.43
	54.55
	54.10
	54.65
	54.63
	54.30
	54.73
	54.63
	54.71
	54.66
	54.92
	54.14

	Average: 54
	Standard deviation: 0.324443

-> 58s
	54.01
	54.61
	55.08
	54.68
	54.51
	54.15
	54.92
	54.80
	54.56
	54.75
	54.74
	54.58
	54.48
	53.93
	54.85
	54.42
	54.38
	54.25
	54.54

	Average: 54
	Standard deviation: 0.324443

-> 59s
	54.34
	53.96
	54.37
	53.89
	53.95
	54.31
	53.87
	54.55
	54.26
	54.03
	53.86
	54.42
	54.31
	53.97
	54.04
	55.36
	54.49
	54.27
	54.49

	Average: 53.7368
	Standard deviation: 0.917663

-> 60s
	54.42
	54.67
	54.05
	54.22
	54.43
	54.42
	54.35
	54.15
	54.67
	54.67
	54.41
	54.35
	54.38
	54.62
	54.55
	53.97
	54.01
	54.55
	54.35

	Average: 53.9474
	Standard deviation: 0.973329

